STR_CONFIG_SETTING_TREE_PLACER_PERFECT                          :完善
STR_CONFIG_SETTING_RAINFORESTLINE_HEIGHT_HELPTEXT               :控制在亚热带景观中的雨林在什么高度开始生成。雨林也影响工业生成和城镇需求增长

STR_CONFIG_SETTING_CLIMATE_THRESHOLD_MODE                       :气候阈值模式：{STRING}
STR_CONFIG_SETTING_CLIMATE_THRESHOLD_MODE_HELPTEXT              :决定雪线和雨林/沙漠交界线是根据范围百分比自动计算还是手动指定
STR_CONFIG_SETTING_CLIMATE_THRESHOLD_COVERAGE                   :自动
STR_CONFIG_SETTING_CLIMATE_THRESHOLD_MANUAL                     :手动

STR_CONFIG_SETTING_RIVER_MIN_LENGTH                             :河流最短长度：{STRING}
STR_CONFIG_SETTING_RIVER_MIN_LENGTH_HELPTEXT                    :河流的最短长度，本设置这也控制湖泊的生成。

STR_CONFIG_SETTING_RIVER_ROUTE_RANDOM                           :河流路径随机性：{STRING}
STR_CONFIG_SETTING_RIVER_ROUTE_RANDOM_HELPTEXT                  :更改河流路径的随机性。

STR_CONFIG_SETTING_RIVERS_TOP_OF_HILL                           :从丘陵顶部水源处开始生成河流：{STRING}
STR_CONFIG_SETTING_RIVERS_TOP_OF_HILL_HELPTEXT                  :选择河流是否从山顶开始生成

STR_CONFIG_SETTING_RIVER_TROPICS_WIDTH                          :河岸湿润区域宽度：{STRING}
STR_CONFIG_SETTING_RIVER_TROPICS_WIDTH_HELPTEXT                 :控制在亚热带景观中围绕河流两岸生成的湿润区域的宽度{}本设置调整河流两岸的总宽度

STR_CONFIG_SETTING_LAKE_TROPICS_WIDTH                           :湖岸湿润区域宽度：{STRING}
STR_CONFIG_SETTING_LAKE_TROPICS_WIDTH_HELPTEXT                  :控制在亚热带景观中围绕湖泊两岸生成的湿润区域的宽度{}本设置调整湖泊两岸的总宽度

STR_CONFIG_SETTING_COAST_TROPICS_WIDTH                          :海岸湿润区域宽度：{STRING}
STR_CONFIG_SETTING_COAST_TROPICS_WIDTH_HELPTEXT                 :控制亚热带景观税中围绕海岸生成的湿润区域的宽度

STR_CONFIG_SETTING_COAST_TROPICS_WIDTH_DEFAULT                  :默认
STR_CONFIG_SETTING_COAST_TROPICS_WIDTH_MEDIUM                   :中等
STR_CONFIG_SETTING_COAST_TROPICS_WIDTH_LARGE                    :大
STR_CONFIG_SETTING_COAST_TROPICS_WIDTH_EXTRALARGE               :极大

STR_CONFIG_SETTING_LAKE_SIZE                                    :湖泊大小：{STRING}
STR_CONFIG_SETTING_LAKE_SIZE_HELPTEXT                           :控制在河流上生成的湖泊大小。
STR_CONFIG_SETTING_LAKE_SIZE_VALUE                              :{NUM}
STR_CONFIG_SETTING_LAKE_SIZE_ZERO                               :无湖泊

STR_CONFIG_SETTING_LAKES_ALLOWED_IN_DESERTS                     :在沙漠中生成湖泊与河流：{STRING}
STR_CONFIG_SETTING_LAKES_ALLOWED_IN_DESERTS_HELPTEXT            :选择河流和湖泊是否能在亚热带气候的沙漠里被生成

STR_CONFIG_SETTING_ROCKS_AMOUNT                                 :石滩大小：{STRING}
STR_CONFIG_SETTING_ROCKS_AMOUNT_HELPTEXT                        :决定石滩的大小{}较大的值可以占用地图的很大一部分

STR_CONFIG_SETTING_HEIGHT_ROCKS                                 :石滩的大小随着高度增加而增加：{STRING}
STR_CONFIG_SETTING_HEIGHT_ROCKS_HELPTEXT                        :决定石滩的尺寸随高度的增加而增加的系数{}这项系数与之前设置的石滩大小值相互累积，而本项将在石滩大小值设定较小时展现出最佳的效果

STR_CONFIG_SETTING_NONSTOP_ORDER_ONLY                           :只允许“不停止”调度：{STRING}
STR_CONFIG_SETTING_NONSTOP_ORDER_ONLY_HELPTEXT                  :只允许列车和汽车使用“不停止”的调度。

STR_CONFIG_SETTING_SHOW_VEHICLE_ROUTE_MODE                      :在地图上显示选中载具的虚拟路径：{STRING}
STR_CONFIG_SETTING_SHOW_VEHICLE_ROUTE_MODE_HELPTEXT             :当开启并有载具窗口被聚焦的时候，在载具调度站点和/或调度位置之间显示标记{}选择“仅车站”只显示载具在车站停车的调度（即不包括通过调度、路点和车库）
STR_CONFIG_SETTING_SHOW_VEHICLE_ROUTE_MODE_OFF                  :关闭
STR_CONFIG_SETTING_SHOW_VEHICLE_ROUTE_MODE_ALL_LOCATIONS        :所有调度计划
STR_CONFIG_SETTING_SHOW_VEHICLE_ROUTE_MODE_STATIONS_ONLY        :仅车站

STR_CONFIG_SETTING_SHOW_VEHICLE_ROUTE_STEPS                     :显示载具路径覆盖标志：{STRING}
STR_CONFIG_SETTING_SHOW_VEHICLE_ROUTE_STEPS_HELPTEXT            :当开启并有载具窗口被聚焦的时候，在每个调度目标的位置将显示一个标志，这个标志显示了路点被经过的顺序编号及其类型。

STR_CONFIG_SETTING_SHOW_VEHICLE_LIST_COMPANY_COLOUR             :在载具列表中使用公司颜色标记其他公司的载具：{STRING}
STR_CONFIG_SETTING_SHOW_VEHICLE_LIST_COMPANY_COLOUR_HELPTEXT    :在打开车站/车库时，在显示的载具列表上用公司颜色标注该公司的载具{}车站/车库的拥有者除外

STR_CONFIG_SETTING_ENABLE_SINGLE_VEH_SHARED_ORDER_GUI           :允许没有共享调度计划的载具使用共享调度窗口：{STRING}
STR_CONFIG_SETTING_ENABLE_SINGLE_VEH_SHARED_ORDER_GUI_HELPTEXT  :在载具没有共享调度时，使用共享调度组窗口

STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SLOPES                     :显示斜坡：{STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SLOPES_HELPTEXT            :缩小至较大倍数时渲染斜坡

STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_HEIGHT                     :显示高度：{STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_HEIGHT_HELPTEXT            :缩小至较大倍数时渲染高度

STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_BRIDGES                    :显示桥梁：{STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_BRIDGES_HELPTEXT           :缩小至较大倍数时渲染桥梁

STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_TUNNELS                    :显示隧道：{STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_TUNNELS_HELPTEXT           :缩小至较大倍数时渲染隧道

STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SCROLLING_VP               :显示滚动视口：{STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SCROLLING_VP_HELPTEXT      :滚动视点时，显示当前视点在其他视点上的位置
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SCROLLING_VP_NOTHING       :否
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SCROLLING_VP_CONTOUR       :轮廓
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SCROLLING_VP_BLEND         :与白色混合（仅 32bpp）
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SCROLLING_VP_ALL           :混合 + 轮廓

STR_CONFIG_SETTING_VIEWPORT_MAP_USE_OWNER_COLOUR_BRIDGE_TUNNEL  :桥隧使用公司颜色：{STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_USE_OWNER_COLOUR_BRIDGE_TUNNEL_HELPTEXT :缩小时使用公司颜色渲染桥梁和隧道

STR_CONFIG_SETTING_VIEWPORT_MAP_DEFAULT_MODE                    :默认模式：{STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_DEFAULT_MODE_HELPTEXT           :设置较大缩放倍数下的默认显示模式

STR_CONFIG_SETTING_VIEWPORT_MAP_ACTION_DBLCLICK                 :双击作用：{STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_ACTION_DBLCLICK_HELPTEXT        :设置在较大缩放倍数下双击视点的反应
STR_CONFIG_SETTING_VIEWPORT_MAP_ACTION_DBLCLICK_DO_NOTHING      :无效
STR_CONFIG_SETTING_VIEWPORT_MAP_ACTION_DBLCLICK_ZOOM_MAIN       :直接缩放到一倍
STR_CONFIG_SETTING_VIEWPORT_MAP_ACTION_DBLCLICK_NEW_EXTRA       :打开额外视点窗口

STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_VEHICLE_ROUTE              :显示载具路径覆盖线段：{STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_VEHICLE_ROUTE_HELPTEXT     :当被启用且载具窗口被聚焦时，在载具调度计划中的地点之间连线（当前所选择路径将以黄色线段表示）

STR_CONFIG_SETTING_VIEWPORT_MAP_DRAW_ROUTE_DASH                 :载具路径样式：{STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_DRAW_ROUTE_DASH_HELPTEXT        :控制每个指令所对应的位置之间的连线的样式
STR_CONFIG_SETTING_VIEWPORT_MAP_DRAW_ROUTE_DASH_VALUE           :{COMMA} 像素虚线
STR_CONFIG_SETTING_VIEWPORT_MAP_DRAW_ROUTE_DASH_DISABLED        :实心直线

STR_CONFIG_SETTING_AUTOSAVE                                     :自动保存：{STRING}
STR_CONFIG_SETTING_AUTOSAVE_HELPTEXT                            :选择自动存档时间间隔

STR_CONFIG_SETTING_AUTOSAVE_REALTIME                            :使用现实时间自动保存：{STRING}
STR_CONFIG_SETTING_AUTOSAVE_REALTIME_HELPTEXT                   :启用时，自动保存将使用现实时间，而不是游戏时间，（在暂停游戏时，若使用“游戏时间”则不会自动保存，但使用“现实时间”则会自动保存）。{}禁用时，自动保存将使用游戏模拟时间

STR_CONFIG_SETTING_AUTOSAVE_ON_NETWORK_DISCONNECT               :掉线自动保存：{STRING}
STR_CONFIG_SETTING_AUTOSAVE_ON_NETWORK_DISCONNECT_HELPTEXT      :启用后，当从服务器断连之后多玩家客户端将自动保存游戏

STR_CONFIG_SETTING_SAVEGAME_OVERWRITE_CONFIRM                   :在覆盖已经存在的游戏存档文件时警告：{STRING}
STR_CONFIG_SETTING_SAVEGAME_OVERWRITE_CONFIRM_HELPTEXT          :在保存高度图或游戏存档覆盖旧文件时警告
STR_CONFIG_SETTING_SAVEGAME_OVERWRITE_CONFIRM_DISABLED          :禁用
STR_CONFIG_SETTING_SAVEGAME_OVERWRITE_CONFIRM_DIFFERENT         :只在文件有变化时
STR_CONFIG_SETTING_SAVEGAME_OVERWRITE_CONFIRM_DIFFERENT_UNKNOWN :只在文件有变化时或未知情况
STR_CONFIG_SETTING_SAVEGAME_OVERWRITE_CONFIRM_ENABLED           :启用

STR_CONFIG_SETTING_AUTO_TIMETABLE_BY_DEFAULT                    :默认使用自动时刻表：{STRING}
STR_CONFIG_SETTING_AUTO_TIMETABLE_BY_DEFAULT_HELPTEXT           :选择对于新载具的调度，自动时刻表是否应被自动打开。

STR_CONFIG_SETTING_TIMETABLE_SEPARATION_BY_DEFAULT              :默认使用自动分离：{STRING}
STR_CONFIG_SETTING_TIMETABLE_SEPARATION_BY_DEFAULT_HELPTEXT     :选择对于新载具使否确保载具应自动保持间距。

STR_CONFIG_SETTING_TIMETABLE_LEFTOVER_TICKS                     :在时刻表中显示剩余的游戏刻：{STRING}
STR_CONFIG_SETTING_TIMETABLE_LEFTOVER_TICKS_HELPTEXT            :再把时刻表的单位由游戏刻转换为日和分钟的时候也显示剩余的游戏刻。

STR_CONFIG_SETTING_OVERRIDE_TIME_SETTINGS                       :使用客户端时间设置代替存档时间设置：{STRING}
STR_CONFIG_SETTING_OVERRIDE_TIME_SETTINGS_HELPTEXT              :选择是否使用本地客户端时间显示设置代替游戏存档中所保存的时间设置。

STR_CONFIG_SETTING_TIME_IN_MINUTES                              :时间单位改为“分钟”：{STRING}
STR_CONFIG_SETTING_TIME_IN_MINUTES_HELPTEXT                     :选择是否使用小时和分钟代替日

STR_CONFIG_SETTING_TICKS_PER_MINUTE                             :每分钟游戏刻数：{STRING}
STR_CONFIG_SETTING_TICKS_PER_MINUTE_HELPTEXT                    :设定每分钟游戏刻数

STR_CONFIG_SETTING_DATE_WITH_TIME                               :同时在状态栏中显示时间和日期：{STRING}
STR_CONFIG_SETTING_DATE_WITH_TIME_HELPTEXT                      :既在状态栏里显示日期也显示游戏中的时间

STR_CONFIG_SETTING_CLOCK_OFFSET                                 :时间偏移：{STRING}{NBSP}分
STR_CONFIG_SETTING_CLOCK_OFFSET_HELPTEXT                        :游戏时钟的分钟偏移量

STR_CONFIG_SETTING_DATE_WITH_TIME_NONE                          :无
STR_CONFIG_SETTING_DATE_WITH_TIME_Y                             :年
STR_CONFIG_SETTING_DATE_WITH_TIME_YM                            :月和年
STR_CONFIG_SETTING_DATE_WITH_TIME_YMD                           :完整日期

STR_CONFIG_SETTING_TIMETABLE_START_TEXT_ENTRY                   :以文本输入时刻表开始时间（需要带有分钟的时间）: {STRING}
STR_CONFIG_SETTING_TIMETABLE_START_TEXT_ENTRY_HELPTEXT          :选择如果时间以分钟为单位，是否可以以文本形式输入时刻表开始时间

STR_CONFIG_SETTING_TIMETABLE_SEPARATION                         :使用时刻表来确保自动分离：{STRING}
STR_CONFIG_SETTING_TIMETABLE_SEPARATION_HELPTEXT                :选择当使用自动时刻表时是否确保载具的间隔
STR_CONFIG_SETTING_TIMETABLE_SEPARATION_RATE                    :自动时刻表载具分离因子：{STRING}
STR_CONFIG_SETTING_TIMETABLE_SEPARATION_RATE_HELPTEXT           :在每个步骤中要应用多少载具分离的自动时刻表变化

STR_CONFIG_SETTING_TIMETABLE_AUTOFILL_ROUNDING_TICKS            :舍入自动调整的时刻表的游戏刻：{STRING}
STR_CONFIG_SETTING_TIMETABLE_AUTOFILL_ROUNDING_TICKS_HELPTEXT   :时刻表的“自动”功能所调整的时刻表时间没有四舍五入。一天的时长在未缩放时为 74 游戏刻。{}如果使用分钟显示时刻表时间，则会使用“每分钟游戏刻数”定义的数值，否则使用一天的默认时长 74 刻。
STR_CONFIG_SETTING_TIMETABLE_AUTOFILL_ROUNDING_TICKS_VALUE      :{COMMA}{NBSP}刻
STR_CONFIG_SETTING_TIMETABLE_AUTOFILL_ROUNDING_TICKS_DEFAULT    :默认

STR_CONFIG_SETTING_SCHEDULED_DISPATCH_DEFAULT_DURATION          :计划调度时刻表默认时长：{STRING}
STR_CONFIG_SETTING_SCHEDULED_DISPATCH_DEFAULT_DURATION_HELPTEXT :本项设置新计划调度的默认时长。默认值为 24 小时（1440 分钟）。在使用“日”作为计时单位时，默认时长为一年。
STR_CONFIG_SETTING_SCHEDULED_DISPATCH_DEFAULT_DURATION_VALUE    :{COMMA}{NBSP}分
STR_CONFIG_SETTING_SCHEDULED_DISPATCH_DEFAULT_DURATION_DEFAULT  :默认

STR_CONFIG_SETTING_DEFAULT_ROAD_TYPE                            :默认道路与电车道（开始新游戏或加载游戏后）：{STRING}
STR_CONFIG_SETTING_DEFAULT_ROAD_TYPE_HELPTEXT                   :在开始或加载游戏后选择的道路与电车道。“最先可用”选择最旧的道路与电车道，“最后可用”选择最旧的道路与电车道，“最常使用”选择当前使用最多的类型，“默认”选择默认类型

STR_CONFIG_SETTING_ENABLE_BUILD_RIVER                           :允许建造河流：{STRING}
STR_CONFIG_SETTING_ENABLE_BUILD_RIVER_HELPTEXT                  :允许在场景编辑器外建造河流

STR_CONFIG_SETTING_ENABLE_REMOVE_WATER                          :允许移除海洋和河流：{STRING}
STR_CONFIG_SETTING_ENABLE_REMOVE_WATER_HELPTEXT                 :允许在场景编辑器外移除海洋和河流

STR_CONFIG_SETTING_SHARING_RAIL                                 :铁路设施共享：{STRING}
STR_CONFIG_SETTING_SHARING_ROAD                                 :道路设施共享：{STRING}
STR_CONFIG_SETTING_SHARING_WATER                                :水运设施共享：{STRING}
STR_CONFIG_SETTING_SHARING_AIR                                  :航空设施共享：{STRING}
STR_CONFIG_SETTING_SHARING_FEE_RAIL                             :列车通行费：{STRING}/千吨每日
STR_CONFIG_SETTING_SHARING_FEE_ROAD                             :车辆停放费：{STRING}/日
STR_CONFIG_SETTING_SHARING_FEE_WATER                            :船舶停泊费：{STRING}/日
STR_CONFIG_SETTING_SHARING_FEE_AIR                              :机场使用费：{STRING}/日
STR_CONFIG_SETTING_SHARING_FEE_HELPTEXT                         :本费用每 74 刻支付一次，即每一个未缩放的经济日支付一次。
STR_CONFIG_SETTING_SHARING_PAYMENT_IN_DEBT                      :允许公司支付费用时赊账：{STRING}
STR_CONFIG_SETTING_SHARING_USED_BY_VEHICLES                     :不能更改这个设定，载具正在使用共享设施
STR_CONFIG_SETTING_SHARING_ORDERS_TO_OTHERS                     :不能更改这个设定，载具有途径其他公司设施的调度计划

STR_CONFIG_SETTING_INFRA_OTHERS_BUY_IN_DEPOT_RAIL               :允许其他公司在车库内购买与维护列车：{STRING}
STR_CONFIG_SETTING_INFRA_OTHERS_BUY_IN_DEPOT_ROAD               :允许其他公司在车库内购买与维护汽车：{STRING}
STR_CONFIG_SETTING_INFRA_OTHERS_BUY_IN_DEPOT_WATER              :允许其他公司在船坞内购买与维护轮船：{STRING}
STR_CONFIG_SETTING_INFRA_OTHERS_BUY_IN_DEPOT_AIR                :允许其他公司在机库内购买与维护飞机：{STRING}

STR_CONFIG_SETTING_TRAIN_SPEED_ADAPTATION                       :启用列车速度调整：{STRING}
STR_CONFIG_SETTING_TRAIN_SPEED_ADAPTATION_HELPTEXT              :当开启后，较快的列车会将速度调整到前方较慢的列车的速度

STR_CONFIG_SETTING_SLOW_ROAD_VEHICLES_IN_CURVES                 :道路车辆在转弯处减速：{STRING}
STR_CONFIG_SETTING_SLOW_ROAD_VEHICLES_IN_CURVES_HELPTEXT        :当开启后，道路车辆将在转弯处减速（仅当真实加速开启时启用）

STR_CONFIG_SETTING_SIMULATE_SIGNALS                             :桥隧模拟信号间距：{STRING}
STR_CONFIG_SETTING_SIMULATE_SIGNALS_HELPTEXT                    :信号的桥梁和隧道设定目标信号间距{}实际间距可能与此略有不同，以避免间距不均{}改变这一设置不会对现有的有信号的桥梁和隧道重新设置信号
STR_CONFIG_SETTING_SIMULATE_SIGNALS_VALUE                       :{COMMA}{NBSP}格

STR_CONFIG_SETTING_DAY_LENGTH_FACTOR                            :经济速度因子：{STRING}
STR_CONFIG_SETTING_DAY_LENGTH_FACTOR_HELPTEXT                   :本项调整经济周期的长度，并按比例减慢周期内的游戏事件。游戏中的城镇与工业货物产出、城镇发展、植物生长、基建设施维护成本、车站评价计算等都需要使用经济周期。{}在日历计时模式中，本项会影响日、月、年的长度，因此也可以用来调整与日期相关的游戏事件，如载具、房屋的登场与退场与雪线的季节性变化等。{}在挂钟计时模式中本项只缩放经济周期的时长。{}{}本设置项即为之前的“日长因子”。
