STR_CONFIG_SETTING_TREE_PLACER_PERFECT                          :完善
STR_CONFIG_SETTING_MAX_SIGNAL_EVALUATIONS                       :被允許的可編程邏輯號誌的同時改變的最大數量：{STRING}
STR_CONFIG_SETTING_MAX_SIGNAL_EVALUATIONS_HELPTEXT              :設定被允許的可編程邏輯號誌的同時改變的最大數量

STR_CONFIG_SETTING_RAINFORESTLINE_HEIGHT                        :雨林線高度：{STRING}
STR_CONFIG_SETTING_RAINFORESTLINE_HEIGHT_HELPTEXT               :控制在亞熱帶景觀中的雨林在什麼高度開始產生。雨林也影響工業產生和市鎮需求增長

STR_CONFIG_SETTING_CLIMATE_THRESHOLD_MODE                       :氣候閾值模式：{STRING}
STR_CONFIG_SETTING_CLIMATE_THRESHOLD_MODE_HELPTEXT              :決定雪線和雨林或沙漠交界線是根據範圍百分比自動計算還是手動指定。
STR_CONFIG_SETTING_CLIMATE_THRESHOLD_COVERAGE                   :自動
STR_CONFIG_SETTING_CLIMATE_THRESHOLD_MANUAL                     :手動

STR_CONFIG_SETTING_RIVER_MIN_LENGTH                             :河流最短長度：{STRING}
STR_CONFIG_SETTING_RIVER_MIN_LENGTH_HELPTEXT                    :河流的最短長度，本設定這也控制湖泊的產生。

STR_CONFIG_SETTING_RIVER_ROUTE_RANDOM                           :河流路徑隨機性：{STRING}
STR_CONFIG_SETTING_RIVER_ROUTE_RANDOM_HELPTEXT                  :更改河流路徑的隨機性。

STR_CONFIG_SETTING_RIVERS_TOP_OF_HILL                           :從丘陵頂部水源處開始產生河流：{STRING}
STR_CONFIG_SETTING_RIVERS_TOP_OF_HILL_HELPTEXT                  :選擇河流是否從山頂開始產生。

STR_CONFIG_SETTING_RIVER_TROPICS_WIDTH                          :河岸濕潤區域寬度：{STRING}
STR_CONFIG_SETTING_RIVER_TROPICS_WIDTH_HELPTEXT                 :控制在亞熱帶景觀中圍繞河流兩岸產生的濕潤區域的寬度{}本設定調整河流兩岸的總寬度。

STR_CONFIG_SETTING_LAKE_TROPICS_WIDTH                           :湖岸濕潤區域寬度：{STRING}
STR_CONFIG_SETTING_LAKE_TROPICS_WIDTH_HELPTEXT                  :控制在亞熱帶景觀中圍繞湖泊兩岸產生的濕潤區域的寬度{}本設定調整湖泊兩岸的總寬度。

STR_CONFIG_SETTING_COAST_TROPICS_WIDTH                          :海岸濕潤區域寬度：{STRING}
STR_CONFIG_SETTING_COAST_TROPICS_WIDTH_HELPTEXT                 :控制亞熱帶景觀稅中圍繞海岸產生的濕潤區域的寬度。

STR_CONFIG_SETTING_COAST_TROPICS_WIDTH_DEFAULT                  :預設
STR_CONFIG_SETTING_COAST_TROPICS_WIDTH_MEDIUM                   :中等
STR_CONFIG_SETTING_COAST_TROPICS_WIDTH_LARGE                    :大
STR_CONFIG_SETTING_COAST_TROPICS_WIDTH_EXTRALARGE               :極大

STR_CONFIG_SETTING_LAKE_SIZE                                    :湖泊大小：{STRING}
STR_CONFIG_SETTING_LAKE_SIZE_HELPTEXT                           :控制在河流上產生的湖泊大小。
STR_CONFIG_SETTING_LAKE_SIZE_VALUE                              :{NUM}
STR_CONFIG_SETTING_LAKE_SIZE_ZERO                               :無湖泊

STR_CONFIG_SETTING_LAKES_ALLOWED_IN_DESERTS                     :在沙漠中產生湖泊與河流：{STRING}
STR_CONFIG_SETTING_LAKES_ALLOWED_IN_DESERTS_HELPTEXT            :選擇河流和湖泊是否能在亞熱帶氣候的沙漠裡被產生。

STR_CONFIG_SETTING_ROCKS_AMOUNT                                 :石灘大小：{STRING}
STR_CONFIG_SETTING_ROCKS_AMOUNT_HELPTEXT                        :決定石灘的大小{}較大的值可以佔據地圖的一大部分。

STR_CONFIG_SETTING_HEIGHT_ROCKS                                 :石灘的大小隨著高度增加而增加：{STRING}
STR_CONFIG_SETTING_HEIGHT_ROCKS_HELPTEXT                        :決定石灘的尺寸隨高度的增加而增加的系數{}這項系數與之前設定的石灘大小值相互累積，而本項將在石灘大小值設定較小時展現出最佳的效果。

STR_CONFIG_SETTING_NONSTOP_ORDER_ONLY                           :只允許「直通」調度：{STRING}
STR_CONFIG_SETTING_NONSTOP_ORDER_ONLY_HELPTEXT                  :只允許列車和汽車使用「直通」的調度。

STR_CONFIG_SETTING_SHOW_VEHICLE_ROUTE_MODE                      :在地圖上顯示選中車輛的虛擬路徑：{STRING}
STR_CONFIG_SETTING_SHOW_VEHICLE_ROUTE_MODE_HELPTEXT             :當開啟並有車輛視窗被檢視的時候，在車輛調度車站和/或調度位置之間顯示標註{}選擇「僅車站」只顯示車輛在車站停車的調度（即不包括通過調度、號誌站和車廠）
STR_CONFIG_SETTING_SHOW_VEHICLE_ROUTE_MODE_OFF                  :關閉
STR_CONFIG_SETTING_SHOW_VEHICLE_ROUTE_MODE_ALL_LOCATIONS        :所有調度任務
STR_CONFIG_SETTING_SHOW_VEHICLE_ROUTE_MODE_STATIONS_ONLY        :僅車站

STR_CONFIG_SETTING_SHOW_VEHICLE_ROUTE_STEPS                     :顯示車輛路徑重疊標誌：{STRING}
STR_CONFIG_SETTING_SHOW_VEHICLE_ROUTE_STEPS_HELPTEXT            :當開啟並有車輛視窗被檢視的時候，在每個調度目標的位置將顯示一個標誌，這個標誌顯示了號誌站被經過的順序編號及其類型。

STR_CONFIG_SETTING_SHOW_VEHICLE_LIST_COMPANY_COLOUR             :在車輛清單中使用公司顏色標註其他公司的車輛：{STRING}
STR_CONFIG_SETTING_SHOW_VEHICLE_LIST_COMPANY_COLOUR_HELPTEXT    :在開啟車站/車廠時，在顯示的車輛清單上用公司顏色標注該公司的車輛{}車站/車廠的擁有者除外

STR_CONFIG_SETTING_ENABLE_SINGLE_VEH_SHARED_ORDER_GUI           :允許沒有共享調度任務的車輛使用共享調度視窗：{STRING}
STR_CONFIG_SETTING_ENABLE_SINGLE_VEH_SHARED_ORDER_GUI_HELPTEXT  :在車輛沒有共享調度時，使用共享調度群組視窗

STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SLOPES                     :顯示斜坡：{STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SLOPES_HELPTEXT            :縮小至較大倍數時繪製斜坡

STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_HEIGHT                     :顯示高度：{STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_HEIGHT_HELPTEXT            :縮小至較大倍數時繪製高度

STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_BRIDGES                    :顯示橋樑：{STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_BRIDGES_HELPTEXT           :縮小至較大倍數時繪製橋樑

STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_TUNNELS                    :顯示隧道：{STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_TUNNELS_HELPTEXT           :縮小至較大倍數時繪製隧道

STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SCROLLING_VP               :顯示滾動視口：{STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SCROLLING_VP_HELPTEXT      :滾動視點時，顯示當前視點在其他視點上的位置
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SCROLLING_VP_NOTHING       :否
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SCROLLING_VP_CONTOUR       :輪廓
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SCROLLING_VP_BLEND         :與白色混合（僅 32bpp）
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SCROLLING_VP_ALL           :混合 + 輪廓

STR_CONFIG_SETTING_VIEWPORT_MAP_USE_OWNER_COLOUR_BRIDGE_TUNNEL  :橋隧使用公司顏色：{STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_USE_OWNER_COLOUR_BRIDGE_TUNNEL_HELPTEXT :縮小時使用公司顏色繪製橋樑和隧道

STR_CONFIG_SETTING_VIEWPORT_MAP_DEFAULT_MODE                    :預設模式：{STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_DEFAULT_MODE_HELPTEXT           :設定較大縮放倍數下的預設顯示模式

STR_CONFIG_SETTING_VIEWPORT_MAP_ACTION_DBLCLICK                 :雙擊作用：{STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_ACTION_DBLCLICK_HELPTEXT        :設定在較大縮放倍數下雙擊視點的反應
STR_CONFIG_SETTING_VIEWPORT_MAP_ACTION_DBLCLICK_DO_NOTHING      :無效
STR_CONFIG_SETTING_VIEWPORT_MAP_ACTION_DBLCLICK_ZOOM_MAIN       :直接縮放到一倍
STR_CONFIG_SETTING_VIEWPORT_MAP_ACTION_DBLCLICK_NEW_EXTRA       :開啟額外視點視窗

STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_VEHICLE_ROUTE              :顯示車輛路徑重疊線段：{STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_VEHICLE_ROUTE_HELPTEXT     :當被啟用且車輛視窗被檢視時，在車輛調度任務中的地點之間連線（當前所選擇路徑將以黃色線段表示）

STR_CONFIG_SETTING_VIEWPORT_MAP_DRAW_ROUTE_DASH                 :車輛路徑款式：{STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_DRAW_ROUTE_DASH_HELPTEXT        :控制每個任務所對應的位置之間的連線的款式
STR_CONFIG_SETTING_VIEWPORT_MAP_DRAW_ROUTE_DASH_VALUE           :{COMMA} 像素虛線
STR_CONFIG_SETTING_VIEWPORT_MAP_DRAW_ROUTE_DASH_DISABLED        :實心直線

STR_CONFIG_SETTING_AUTOSAVE                                     :自動儲存：{STRING}
STR_CONFIG_SETTING_AUTOSAVE_HELPTEXT                            :選擇自動存檔的週期

STR_CONFIG_SETTING_AUTOSAVE_REALTIME                            :使用現實時間自動儲存：{STRING}
STR_CONFIG_SETTING_AUTOSAVE_REALTIME_HELPTEXT                   :啟用時，自動儲存將使用現實時間，而不是遊戲時間，（在暫停遊戲時，若使用「遊戲時間」則不會自動儲存，但使用「現實時間」則會自動儲存）。{}停用時，自動儲存將使用遊戲模擬時間

STR_CONFIG_SETTING_AUTOSAVE_ON_NETWORK_DISCONNECT               :下線自動儲存：{STRING}
STR_CONFIG_SETTING_AUTOSAVE_ON_NETWORK_DISCONNECT_HELPTEXT      :啟用後，當從伺服器下線之後在多人玩家用戶端將自動儲存遊戲

STR_CONFIG_SETTING_SAVEGAME_OVERWRITE_CONFIRM                   :在覆蓋已經存在的遊戲儲存檔案時警告：{STRING}
STR_CONFIG_SETTING_SAVEGAME_OVERWRITE_CONFIRM_HELPTEXT          :在儲存高度圖或遊戲存檔覆蓋舊檔案時警告
STR_CONFIG_SETTING_SAVEGAME_OVERWRITE_CONFIRM_DISABLED          :停用
STR_CONFIG_SETTING_SAVEGAME_OVERWRITE_CONFIRM_DIFFERENT         :只有檔案有變動時
STR_CONFIG_SETTING_SAVEGAME_OVERWRITE_CONFIRM_DIFFERENT_UNKNOWN :只有檔案有變動時或未知情況
STR_CONFIG_SETTING_SAVEGAME_OVERWRITE_CONFIRM_ENABLED           :啟用

STR_CONFIG_SETTING_AUTO_TIMETABLE_BY_DEFAULT                    :預設使用自動時刻表：{STRING}
STR_CONFIG_SETTING_AUTO_TIMETABLE_BY_DEFAULT_HELPTEXT           :選擇對於新的車輛的調度，自動時刻表是否應被自動開啟。

STR_CONFIG_SETTING_TIMETABLE_SEPARATION_BY_DEFAULT              :預設使用自動分離：{STRING}
STR_CONFIG_SETTING_TIMETABLE_SEPARATION_BY_DEFAULT_HELPTEXT     :選擇對於新的車輛使否確保車輛應自動保持區間。

STR_CONFIG_SETTING_TIMETABLE_LEFTOVER_TICKS                     :在時刻表中顯示剩餘的遊戲刻：{STRING}
STR_CONFIG_SETTING_TIMETABLE_LEFTOVER_TICKS_HELPTEXT            :再把時刻表的單位由遊戲刻轉換為日和分鐘的時候也顯示剩餘的遊戲刻。

STR_CONFIG_SETTING_OVERRIDE_TIME_SETTINGS                       :使用用戶端時刻表時間設定代替存檔時刻表時間設定：{STRING}
STR_CONFIG_SETTING_OVERRIDE_TIME_SETTINGS_HELPTEXT              :選擇是否使用本機用戶端時刻表時間顯示設定代替遊戲存檔中所儲存的時刻表時間設定。

STR_CONFIG_SETTING_TIME_IN_MINUTES                              :時刻表時間單位改為「分鐘」：{STRING}
STR_CONFIG_SETTING_TIME_IN_MINUTES_HELPTEXT                     :將時刻表時間單位由「日」（日曆模式）或「秒」（掛鐘模式）改為「時」與「分」

STR_CONFIG_SETTING_TICKS_PER_MINUTE                             :每時刻表分鐘遊戲刻數：{STRING}
STR_CONFIG_SETTING_TICKS_PER_MINUTE_HELPTEXT                    :設定每時刻表分鐘遊戲刻數

STR_CONFIG_SETTING_DATE_WITH_TIME                               :同時在狀態欄中顯示時刻表時間和日曆日期：{STRING}
STR_CONFIG_SETTING_DATE_WITH_TIME_HELPTEXT                      :既在狀態欄裡顯示日期也顯示遊戲中的時間

STR_CONFIG_SETTING_CLOCK_OFFSET                                 :時刻表時間偏移：{STRING}{NBSP}分
STR_CONFIG_SETTING_CLOCK_OFFSET_HELPTEXT                        :時刻表時鐘的分鐘偏移量

STR_CONFIG_SETTING_DATE_WITH_TIME_NONE                          :無
STR_CONFIG_SETTING_DATE_WITH_TIME_Y                             :年
STR_CONFIG_SETTING_DATE_WITH_TIME_YM                            :月和年
STR_CONFIG_SETTING_DATE_WITH_TIME_YMD                           :完整日期

STR_CONFIG_SETTING_TIMETABLE_START_TEXT_ENTRY                   :以文本輸入時刻表開始時間（需要帶有分鐘的時間）: {STRING}
STR_CONFIG_SETTING_TIMETABLE_START_TEXT_ENTRY_HELPTEXT          :選擇如果時間以分鐘為單位，是否可以以文本形式輸入時刻表開始時間

STR_CONFIG_SETTING_TIMETABLE_SEPARATION                         :使用時刻表來確保自動分離：{STRING}
STR_CONFIG_SETTING_TIMETABLE_SEPARATION_HELPTEXT                :選擇當使用自動時刻表時是否確保車輛的區間
STR_CONFIG_SETTING_TIMETABLE_SEPARATION_RATE                    :自動時刻表車輛分離因數：{STRING}
STR_CONFIG_SETTING_TIMETABLE_SEPARATION_RATE_HELPTEXT           :在每個步驟中要應用多少車輛分離的自動時刻表變化

STR_CONFIG_SETTING_TIMETABLE_AUTOFILL_ROUNDING_TICKS            :舍入自動調整的時刻表的遊戲刻：{STRING}
STR_CONFIG_SETTING_TIMETABLE_AUTOFILL_ROUNDING_TICKS_HELPTEXT   :時刻表的「自動」功能所調整的時刻表時間沒有四舍五入。一日的時長在未縮放時為 74 遊戲刻。{}如果使用分鐘顯示時刻表時間，則會使用「每分鐘遊戲刻數」定義的數值，否則使用一天的預設時長為 74 刻。
STR_CONFIG_SETTING_TIMETABLE_AUTOFILL_ROUNDING_TICKS_VALUE      :{COMMA}{NBSP}刻
STR_CONFIG_SETTING_TIMETABLE_AUTOFILL_ROUNDING_TICKS_DEFAULT    :預設

STR_CONFIG_SETTING_SCHEDULED_DISPATCH_DEFAULT_DURATION          :調度任務時刻表預設時長：{STRING}
STR_CONFIG_SETTING_SCHEDULED_DISPATCH_DEFAULT_DURATION_HELPTEXT :本項設定新調度任務的預設時長。預設值為 24 小時（1440 分鐘）。在使用「日」作為計時單位時，預設時長為一年。
STR_CONFIG_SETTING_SCHEDULED_DISPATCH_DEFAULT_DURATION_VALUE    :{COMMA}{NBSP}分
STR_CONFIG_SETTING_SCHEDULED_DISPATCH_DEFAULT_DURATION_DEFAULT  :預設

STR_CONFIG_SETTING_DEFAULT_ROAD_TYPE                            :預設道路與電車道（開始新遊戲或載入遊戲後）：{STRING}
STR_CONFIG_SETTING_DEFAULT_ROAD_TYPE_HELPTEXT                   :在開始或載入遊戲後選擇的道路與電車軌道。「最先可用」選擇最舊的道路與電車軌道，「最後可用」選擇最舊的道路與電車軌道，「最常使用」選擇當前使用最多的類型，「預設」選擇預設類型

STR_CONFIG_SETTING_ENABLE_BUILD_RIVER                           :允許製作河流：{STRING}
STR_CONFIG_SETTING_ENABLE_BUILD_RIVER_HELPTEXT                  :允許在場景編輯器外製作河流

STR_CONFIG_SETTING_ENABLE_REMOVE_WATER                          :允許移除海洋和河流：{STRING}
STR_CONFIG_SETTING_ENABLE_REMOVE_WATER_HELPTEXT                 :允許在場景編輯器外移除海洋和河流

STR_CONFIG_SETTING_SHARING_RAIL                                 :鐵道設施共享：{STRING}
STR_CONFIG_SETTING_SHARING_ROAD                                 :道路設施共享：{STRING}
STR_CONFIG_SETTING_SHARING_WATER                                :水運設施共享：{STRING}
STR_CONFIG_SETTING_SHARING_AIR                                  :航空設施共享：{STRING}
STR_CONFIG_SETTING_SHARING_FEE_RAIL                             :列車通行費：{STRING}/千噸每日
STR_CONFIG_SETTING_SHARING_FEE_ROAD                             :車輛停放費：{STRING}/日
STR_CONFIG_SETTING_SHARING_FEE_WATER                            :船舶停泊費：{STRING}/日
STR_CONFIG_SETTING_SHARING_FEE_AIR                              :機場使用費：{STRING}/日
STR_CONFIG_SETTING_SHARING_FEE_HELPTEXT                         :本費用每 74 刻繳付一次，即每一個未縮放的經濟日繳付一次。
STR_CONFIG_SETTING_SHARING_PAYMENT_IN_DEBT                      :允許公司繳付費用時賒帳：{STRING}
STR_CONFIG_SETTING_SHARING_USED_BY_VEHICLES                     :不能更改這個設定，車輛正在使用共享設施
STR_CONFIG_SETTING_SHARING_ORDERS_TO_OTHERS                     :不能更改這個設定，車輛有前往其他公司設施的調度任務

STR_CONFIG_SETTING_INFRA_OTHERS_BUY_IN_DEPOT_RAIL               :允許其他公司在機廠內購買與維護列車：{STRING}
STR_CONFIG_SETTING_INFRA_OTHERS_BUY_IN_DEPOT_ROAD               :允許其他公司在車廠內購買與維護汽車：{STRING}
STR_CONFIG_SETTING_INFRA_OTHERS_BUY_IN_DEPOT_WATER              :允許其他公司在船塢內購買與維護輪船：{STRING}
STR_CONFIG_SETTING_INFRA_OTHERS_BUY_IN_DEPOT_AIR                :允許其他公司在機棚內購買與維護飛機：{STRING}

STR_CONFIG_SETTING_TRAIN_SPEED_ADAPTATION                       :啟用列車速度調整：{STRING}
STR_CONFIG_SETTING_TRAIN_SPEED_ADAPTATION_HELPTEXT              :當開啟後，較快的列車會在經過號誌時調整速度以與前方較慢列車的速度相符合。{}「速度調整」功能可能不適用於部分號誌設定風格；此功能可以使用號誌「尋路限制」功能針對特定列車手動啟用或停用。

STR_CONFIG_SETTING_SLOW_ROAD_VEHICLES_IN_CURVES                 :道路車輛在轉彎處減速：{STRING}
STR_CONFIG_SETTING_SLOW_ROAD_VEHICLES_IN_CURVES_HELPTEXT        :當開啟後，道路車輛將在轉彎處減速（僅當真實加速開啟時啟用）

STR_CONFIG_SETTING_SIMULATE_SIGNALS                             :橋隧模擬號誌區間：{STRING}
STR_CONFIG_SETTING_SIMULATE_SIGNALS_HELPTEXT                    :號誌的大橋和隧道設定目標號誌區間{}實際區間可能與此略有不同，以避免區間不均{}改變這一設定不會對現有的有號誌的大橋和隧道重新設定號誌
STR_CONFIG_SETTING_SIMULATE_SIGNALS_VALUE                       :{COMMA}{NBSP}格

STR_CONFIG_SETTING_DAY_LENGTH_FACTOR                            :經濟速度因數：{STRING}
STR_CONFIG_SETTING_DAY_LENGTH_FACTOR_HELPTEXT                   :本項調整經濟週期的長度，並按比例減慢週期內的遊戲事件。遊戲中的市鎮與工業貨物產出、市鎮發展、植物生長、基建設施維護成本、車站評價計算等都需要使用經濟週期。{}在日曆計時模式中，本項會影響日、月、年的長度，因此也可以用來調整與日期相關的遊戲事件，如車輛、房屋的推出與退役與雪線的季節性變化等。{}在掛鐘計時模式中本項只縮放經濟週期的時長。{}{}本設定項即為之前的「日長因數」。
